ID,smiles,method,fitness_mode,seed,rank,p_sweet_reencoded,pred_logsw_reencoded,d_ood_reencoded,high_sweet
Gate_Sweet_seed2030_top3,COC(=O)C12NC(=O)C3C(C(=O)O)N(C(=O)N31)C2c1ccccc1,Gate+Sweet,gated,2030,3,0.9998292922973632,2.7999510765075684,5.642550468444824,False
Gate_Sweet_seed2030_top4,COC(=O)C1(Cc2ccccc2)NC(=O)C(CC(=O)O)N1C(=O)C(N)CC(=O)O,Gate+Sweet,gated,2030,4,0.9999810457229614,2.7486014366149902,4.976147174835205,False
Gate_Sweet_seed2030_top5,COC(=O)C(Cc1ccccc1)N(CCC(C)(C)C)C(=O)CCC(=O)O,Gate+Sweet,gated,2030,5,0.9999239444732666,2.5162367820739746,5.4264726638793945,False
Gate_Sweet_seed2030_top6,COC(=O)C(Cc1ccccc1)NC(=O)CCC(=O)O,Gate+Sweet,gated,2030,6,0.9999662637710572,2.446763515472412,4.358776092529297,False
Gate_Sweet_seed2030_top7,COC(=O)C1(Cc2ccccc2)NC(=O)C(CC(=O)O)N1CC(C)(C)CN,Gate+Sweet,gated,2030,7,0.9999727010726928,2.28709077835083,5.967081546783447,False
Gate_Sweet_seed2030_top8,CCCOc1ccc(CC(C(=O)OC)N(C(=O)CCC(=O)O)c2ccc(Cl)cc2)cc1,Gate+Sweet,gated,2030,8,0.99405175447464,1.6677738428115845,6.621336460113525,False
Sweet_only_seed2026_top1,COC(=O)C(Cc1ccccc1)NC(=O)CCC(=O)O,Sweet-only,direct_regressor,2026,1,0.9999662637710572,2.446763515472412,4.358776092529297,False
Sweet_only_seed2026_top2,COC(=O)C(Cc1ccccc1)NC(=O)CC(C(=O)O)=C(N)C(C)(C)C,Sweet-only,direct_regressor,2026,2,0.9999244213104248,2.405925035476685,6.538459777832031,False
Sweet_only_seed2027_top1,COC(=O)C(Cc1ccc(O)cc1)NC(=O)CC(C(=O)O)=C(N)C(C)(C)C,Sweet-only,direct_regressor,2027,1,0.9999141693115234,2.7969884872436523,6.085797309875488,False
Sweet_only_seed2027_top2,COC(=O)C1(Cc2ccccc2)CC2C(C)CCC2(C=O)N1C(=O)CCC(=O)O,Sweet-only,direct_regressor,2027,2,0.999937891960144,2.5367836952209477,6.858844757080078,False
Sweet_only_seed2027_top3,COC(=O)C(Cc1ccccc1)N1C(=O)CC(C(=O)O)=C2N=C(C(C)(C)C)N=CC21,Sweet-only,direct_regressor,2027,3,0.9977717995643616,2.4828641414642334,5.739220142364502,False
Sweet_only_seed2027_top4,COC(=O)C(Cc1ccccc1)NC(=O)CCC(=O)O,Sweet-only,direct_regressor,2027,4,0.9999662637710572,2.446763515472412,4.358775615692139,False
Sweet_only_seed2027_top5,COC(=O)C1(Cc2ccccc2)N2C(=O)C(CC(=O)O)N1CC2=C(N)C(C)(C)C,Sweet-only,direct_regressor,2027,5,0.9996039271354676,2.015399932861328,7.4385271072387695,False
Sweet_only_seed2027_top6,CCOc1ccc(CC(C(=O)OC)N2C(=O)C(CC(=O)O)OCC2(C)C)cc1,Sweet-only,direct_regressor,2027,6,0.9998681545257568,1.8123505115509035,6.522743225097656,False
Sweet_only_seed2027_top7,COC(=O)C(C)(Cc1ccccc1)NC(=O)CCC(=O)O,Sweet-only,direct_regressor,2027,7,0.9996373653411864,1.7236334085464478,5.61085319519043,False
Sweet_only_seed2027_top8,CCC1(C)C(=O)C(c2ccccc2)C(C(=O)OC)N1C(=O)CCC(=O)O,Sweet-only,direct_regressor,2027,8,0.0816077515482902,1.3879530429840088,6.1938323974609375,False
Sweet_only_seed2028_top1,COC(=O)C1(Cc2ccccc2)NC(=O)C(CC(=O)O)N1CSC,Sweet-only,direct_regressor,2028,1,0.9999836683273317,3.274869441986084,5.401502132415772,True
Sweet_only_seed2028_top2,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NCC(C)(C)C,Sweet-only,direct_regressor,2028,2,0.9999837875366212,2.7658472061157227,5.298385143280029,False
Sweet_only_seed2028_top3,CCCCC(C=O)N(C(=O)CCC(=O)O)C(Cc1ccccc1)C(=O)OC,Sweet-only,direct_regressor,2028,3,0.9999854564666748,2.677742481231689,4.98335075378418,False
Sweet_only_seed2028_top4,COC(=O)C1(Cc2ccccc2)NC(=O)C(CC(=O)O)N(CSC)C1C,Sweet-only,direct_regressor,2028,4,0.9998538494110109,2.467985153198242,6.449545860290527,False
Sweet_only_seed2028_top5,COC(=O)C(Cc1ccccc1)NC(=O)CCC(=O)O,Sweet-only,direct_regressor,2028,5,0.9999662637710572,2.446763515472412,4.358776092529297,False
Sweet_only_seed2028_top6,CCCCC1C(=O)C(c2ccccc2)C(C(=O)OC)N1C(=O)CCC(=O)O,Sweet-only,direct_regressor,2028,6,0.0180376954376697,2.105086326599121,6.332396984100342,False
Sweet_only_seed2028_top7,COC(=O)C1C(c2ccccc2)=Cc2oc(=O)c3cc2N1C(=O)C3,Sweet-only,direct_regressor,2028,7,0.9985830783843994,1.9927316904067995,5.871200084686279,False
Sweet_only_seed2028_top8,COC(=O)C(Cc1ccccc1)N1C(=O)C(CC(=O)O)Nc2ccccc21,Sweet-only,direct_regressor,2028,8,0.9924854636192322,1.574596881866455,6.683289527893066,False
Sweet_only_seed2029_top1,COC(=O)C(Cc1ccccc1)N1C(=O)C(CC(=O)O)N2C(=O)N3C(=O)C12CC3c1ccccc1,Sweet-only,direct_regressor,2029,1,0.999935746192932,2.9610438346862797,6.152619361877441,True
Sweet_only_seed2029_top2,COC(=O)C1(Cc2ccccc2)N2C(=O)C34SCCC3(C)C(C(=O)O)C2C(=O)N14,Sweet-only,direct_regressor,2029,2,0.9994916915893556,2.5689263343811035,6.017584323883057,False
Sweet_only_seed2029_top3,CCCCC(C=O)N(C(=O)CCC(=O)O)C(Cc1ccccc1)C(=O)OC,Sweet-only,direct_regressor,2029,3,0.9999727010726928,2.538772821426392,6.126818656921387,False
Sweet_only_seed2029_top4,COC(=O)C(Cc1ccc(O)cc1)NC(=O)CCC(=O)O,Sweet-only,direct_regressor,2029,4,0.999935746192932,2.503187894821167,4.593469142913818,False
Sweet_only_seed2029_top5,COC(=O)C(Cc1ccccc1)NC(=O)CCC(=O)O,Sweet-only,direct_regressor,2029,5,0.9999662637710572,2.446763515472412,4.358776092529297,False
Sweet_only_seed2029_top6,COC(=O)C12C(c3ccccc3)N3C(=O)C4C(C(=O)O)C3(C(=O)N41)N2C(=O)C(C)N,Sweet-only,direct_regressor,2029,6,0.9994344115257264,2.2979044914245605,7.568133354187012,False
Sweet_only_seed2029_top7,COC(=O)C12C(c3ccccc3)C3C(=O)N1C(C(=O)N2C1CCC(SC)C1)C3C(=O)O,Sweet-only,direct_regressor,2029,7,0.0159038994461298,2.2932748794555664,7.561061859130859,False
Sweet_only_seed2029_top8,COC(=O)C(Cc1ccccc1)N(C(=O)CCC(=O)O)C1CCCc2ccccc21,Sweet-only,direct_regressor,2029,8,0.9999339580535888,2.2878494262695312,5.718305587768555,False
Sweet_only_seed2029_top9,COC(=O)C1(Cc2ccccc2)C(C)c2ccc3c(c2)N1C(=O)C(CC(=O)O)N3,Sweet-only,direct_regressor,2029,9,0.9987342953681946,2.215090751647949,7.506855010986328,False
Sweet_only_seed2029_top10,CCC12C(=O)NC(=O)CC13C(=O)N1C(C(=O)N3C1(Cc1ccccc1)C(=O)OC)C2C(=O)O,Sweet-only,direct_regressor,2029,10,0.9988721013069152,2.190871000289917,7.65512752532959,False
Sweet_only_seed2030_top1,COC(=O)C(Cc1ccccc1)(NC(=O)CCC(=O)O)N1CC(C=O)CC1=O,Sweet-only,direct_regressor,2030,1,0.9999688863754272,2.924130916595459,5.162143707275391,True
Sweet_only_seed2030_top2,COC(=O)C(Cc1ccccc1)N(CCc1ccccc1)C(=O)CCC(=O)O,Sweet-only,direct_regressor,2030,2,0.9998739957809448,2.837982177734375,5.976511478424072,True
Sweet_only_seed2030_top3,COC(=O)C12NC(=O)C3C(C(=O)O)N(C(=O)N31)C2c1ccccc1,Sweet-only,direct_regressor,2030,3,0.9998292922973632,2.7999510765075684,5.642550468444824,False
Sweet_only_seed2030_top4,COC(=O)C1(Cc2ccccc2)NC(=O)C(CC(=O)O)N1C(=O)C(N)CC(=O)O,Sweet-only,direct_regressor,2030,4,0.9999810457229614,2.7486014366149902,4.976147174835205,False
Sweet_only_seed2030_top5,COC(=O)C(Cc1ccccc1)N(CCC(C)(C)C)C(=O)CCC(=O)O,Sweet-only,direct_regressor,2030,5,0.9999239444732666,2.5162367820739746,5.4264726638793945,False
Sweet_only_seed2030_top6,COC(=O)C(Cc1ccccc1)NC(=O)CCC(=O)O,Sweet-only,direct_regressor,2030,6,0.9999662637710572,2.446763515472412,4.358775615692139,False
Sweet_only_seed2030_top7,COC(=O)C1(Cc2ccccc2)NC(=O)C(CC(=O)O)N1CC(C)(C)CN,Sweet-only,direct_regressor,2030,7,0.9999727010726928,2.28709077835083,5.967080593109131,False
Sweet_only_seed2030_top8,CCCOc1ccc(CC(C(=O)OC)N(C(=O)CCC(=O)O)c2ccc(Cl)cc2)cc1,Sweet-only,direct_regressor,2030,8,0.99405175447464,1.6677736043930054,6.621336460113525,False
