ID,smiles,method,method_label,init_mode,seed,generation,rank,source_rank,score_ga,p_sweet,pred_logsw,d_ood,sweet_gate_pass,pred_logsw_pass,ood_pass,pre_docking_goldlike,vina_kcal_mol,real_vina_supported,gold_real_vina
B_seed2026_gen004_top5,COC(=O)C(Cc1ccc(Cl)cc1)N1C(=O)C23CCCN2C(=O)C1(C)N3C(=O)CCC(=O)O,B,SweetDB-seeded GA,group_b_dataset,2026,4,5,3,3.4001059532165527,0.9995571970939636,2.900327444076538,6.131773948669434,True,True,True,True,,False,False
B_seed2026_gen005_top1,Cc1nc(C)n(C2C3OC(=O)C(CC3(C)C)N2C(=O)CCC(=O)O)n1,B,SweetDB-seeded GA,group_b_dataset,2026,5,1,0,3.5291268825531006,0.9840750694274902,3.0370893478393555,5.764285564422607,True,True,True,True,,False,False
B_seed2026_gen005_top2,COC(=O)C1(Cc2ccccc2)N2C(=O)C(C)(N3CCC(C)(C)C3C)N1C(=O)C2CC(=O)O,B,SweetDB-seeded GA,group_b_dataset,2026,5,2,1,3.468955516815185,0.99995219707489,2.968979358673096,5.705319404602051,True,True,True,True,,False,False
B_seed2026_gen005_top3,COC(=O)C(Cc1ccccc1)N1C(=O)C(CC(=O)O)N2C1CC(C)(C)C2C,B,SweetDB-seeded GA,group_b_dataset,2026,5,3,2,3.444748878479004,0.9999423027038574,2.944777727127075,5.768914222717285,True,True,True,True,,False,False
B_seed2026_gen005_top4,O=C(O)CC1C(=O)N2C34CN5CCC6CC5N(C3=O)C62C(=O)N14,B,SweetDB-seeded GA,group_b_dataset,2026,5,4,3,3.442568063735962,0.9998138546943665,2.9426610469818115,6.022242069244385,True,True,True,True,,False,False
B_seed2026_gen005_top5,O=C(O)CCC(=O)N1c2ccc3c(c2)C2CS(=O)(=O)CCN2C31,B,SweetDB-seeded GA,group_b_dataset,2026,5,5,4,3.4398999214172363,0.9999252557754515,2.939937353134156,5.708865642547607,True,True,True,True,,False,False
B_seed2026_gen006_top1,COC(=O)C1C(c2ccc(Cl)cc2)=C2CC(C)(C)CC3N2C(CC(=O)O)C(=O)N13,B,SweetDB-seeded GA,group_b_dataset,2026,6,1,0,3.611298084259033,0.9898622035980223,3.1163668632507324,5.755190849304199,True,True,True,True,,False,False
B_seed2026_gen006_top2,Cc1cc2cc(c1)C(C)N(C(C1CCCO1)n1c(=O)c3cc4oc(=O)c3cc41)C2,B,SweetDB-seeded GA,group_b_dataset,2026,6,2,1,3.5954830646514893,0.9616480469703674,3.114659070968628,5.798969745635986,True,True,True,True,,False,False
B_seed2026_gen006_top3,COC(=O)C1(Cc2ccccc2)N2C(=O)C(CC(=O)O)N1C(=O)C2COC(C)(C)CCC(C)C,B,SweetDB-seeded GA,group_b_dataset,2026,6,3,2,3.532413482666016,0.9999104738235474,3.0324583053588867,5.749291896820068,True,True,True,True,,False,False
B_seed2026_gen006_top4,COC(=O)C1(Cc2ccccc2)N2C(=O)C(C3CCN4c5ccc(F)c(c5)C4C3)N1C(=O)C2CC(=O)O,B,SweetDB-seeded GA,group_b_dataset,2026,6,4,4,3.5152125358581543,0.9999450445175172,3.015239953994751,5.82829475402832,True,True,True,True,,False,False
B_seed2026_gen006_top5,COC(=O)C1(Cc2ccccc2)N2C(=O)C(C)(N3CCC(C)(C)C3C)N1C(=O)C2CC(=O)O,B,SweetDB-seeded GA,group_b_dataset,2026,6,5,5,3.50933837890625,0.9999330043792723,3.009371757507324,5.765561103820801,True,True,True,True,,False,False
B_seed2026_gen007_top1,CC1c2ccc(NC(=O)c3ccccc3)c(c2)CN1c1c(F)cc2cc1N(C(=O)CCC(=O)O)C2,B,SweetDB-seeded GA,group_b_dataset,2026,7,1,0,3.698127031326294,0.9791107773780824,3.208571672439575,5.752081871032715,True,True,True,True,,False,False
B_seed2026_gen007_top2,COC(=O)C12C(c3ccc(O)cc3)=C(C)N3C(CC(=O)O)C(=O)N1C3CC2(C)C,B,SweetDB-seeded GA,group_b_dataset,2026,7,2,1,3.616194009780884,0.986404538154602,3.1229918003082275,5.80198335647583,True,True,True,True,,False,False
B_seed2026_gen007_top3,COC(=O)C1C(c2ccc(O)cc2)=C2CC(C)(C)CC3N2C(CC(=O)O)C(=O)N13,B,SweetDB-seeded GA,group_b_dataset,2026,7,3,2,3.611298084259033,0.9898622035980223,3.1163668632507324,5.755190849304199,True,True,True,True,-7.867,True,True
B_seed2026_gen007_top4,CC12C3CN4C(=O)C15CC3CC42C(c1ccco1)N5C(=O)CCC(=O)O,B,SweetDB-seeded GA,group_b_dataset,2026,7,4,4,3.5954830646514893,0.9616480469703674,3.114659070968628,5.798969745635986,True,True,True,True,,False,False
B_seed2026_gen007_top5,O=C(O)C1=C=CCN2C1C(=O)N1c3ccc(cc3O)C12,B,SweetDB-seeded GA,group_b_dataset,2026,7,5,3,3.5989644527435303,0.969154179096222,3.114387273788452,5.852923393249512,True,True,True,True,,False,False
B_seed2026_gen008_top1,COC(=O)C1C(c2ccc(O)cc2)=C2CC(C)(C)CC3N2C(CC(=O)O)C(=O)N13,B,SweetDB-seeded GA,group_b_dataset,2026,8,1,1,3.71963095664978,0.9475465416908264,3.245857715606689,5.800327301025391,True,True,True,True,-7.867,True,True
B_seed2026_gen008_top2,COC(=O)C1C(c2ccc(OC)cc2)=C2CC(C)(C)CC3N2C(CC(=O)O)C(=O)N13,B,SweetDB-seeded GA,group_b_dataset,2026,8,2,0,3.726776123046875,0.9962422847747804,3.2286550998687744,5.805967330932617,True,True,True,True,,False,False
B_seed2026_gen008_top3,COC(=O)C1C(c2ccc(Cl)cc2)=C2CC(C)(C)CC3N2C(CC(=O)O)C(=O)N13,B,SweetDB-seeded GA,group_b_dataset,2026,8,3,2,3.698127031326294,0.9791107773780824,3.208571672439575,5.752081871032715,True,True,True,True,,False,False
B_seed2026_gen008_top4,COC(=O)C1C(c2ccccc2)=C2CN3C45CC(C)(C)C36OC(=O)CC6(C(=O)N14)N25,B,SweetDB-seeded GA,group_b_dataset,2026,8,4,3,3.693657398223877,0.982654869556427,3.2023298740386963,5.768549919128418,True,True,True,True,,False,False
B_seed2026_gen008_top5,CC1(C)CC2N3C(CC(=O)O)C(=O)N2C2(CC31)Oc1ccc2nc1,B,SweetDB-seeded GA,group_b_dataset,2026,8,5,4,3.673767328262329,0.983626663684845,3.1819539070129395,5.729922294616699,True,True,True,True,,False,False
B_seed2026_gen009_top1,CC12C=C(CN1C(NC(=O)CCC(=O)O)C(O)c1cccc(O)c1)OC2,B,SweetDB-seeded GA,group_b_dataset,2026,9,1,1,3.767524242401123,0.8965001106262207,3.3192741870880127,5.812625408172607,True,True,True,True,,False,False
B_seed2026_gen009_top2,CC(=O)N1c2cc3cc4c2N2C(=O)C1(CC(=O)O)N1C(C)=NC(=N4)C321,B,SweetDB-seeded GA,group_b_dataset,2026,9,2,0,3.778528690338135,0.9991703033447266,3.2789435386657715,5.68507194519043,True,True,True,True,,False,False
B_seed2026_gen009_top3,CC(=O)C1=C2C=CC1CN2C1C2CC(=O)N1c1ccccc12,B,SweetDB-seeded GA,group_b_dataset,2026,9,3,2,3.754874706268311,0.9647201299667358,3.272514581680298,5.788049697875977,True,True,True,True,,False,False
B_seed2026_gen009_top4,COC(=O)C1C(c2ccc(O)cc2)=C2CC(C)(C)CC3N2C(CC(=O)O)C(=O)N13,B,SweetDB-seeded GA,group_b_dataset,2026,9,4,4,3.736435890197754,0.9700196981430054,3.2514259815216064,5.869560718536377,True,True,True,True,-7.867,True,True
B_seed2026_gen009_top5,COC12CC(C)(C)C34c5cc6ccc5OC63N1C(=O)C(CC(=O)O)N24,B,SweetDB-seeded GA,group_b_dataset,2026,9,5,3,3.74764347076416,0.9940955638885498,3.250595569610596,5.841976642608643,True,True,True,True,,False,False
B_seed2026_gen010_top1,CC1(c2ccccc2)OCC23C(=O)N4C1N2C(=O)C4(CC(=O)O)N3c1ccccc1,B,SweetDB-seeded GA,group_b_dataset,2026,10,1,0,3.837829828262329,0.9994696974754332,3.33809494972229,5.708779811859131,True,True,True,True,,False,False
B_seed2026_gen010_top2,CCN1Cc2cc1ccc2NC(=O)c1ccc2c(OC(=O)CCC(N)=O)c1OCN2,B,SweetDB-seeded GA,group_b_dataset,2026,10,2,1,3.825066804885864,0.999284327030182,3.325424671173096,5.6608991622924805,True,True,True,True,,False,False
B_seed2026_gen010_top3,COC(=O)C1C(c2ccc(O)cc2)=C2CC(C)(C)CC3N2C(CC(=O)O)C(=O)N13,B,SweetDB-seeded GA,group_b_dataset,2026,10,3,2,3.801135778427124,0.997766137123108,3.302252769470215,5.856196403503418,True,True,True,True,-7.867,True,True
B_seed2026_gen010_top4,COC(=O)C1C(c2ccc(Cl)cc2)=C(C)N2C(CC(=O)O)C(=O)N1C2CC(C)C,B,SweetDB-seeded GA,group_b_dataset,2026,10,4,3,3.790570735931397,0.994752049446106,3.2931947708129883,5.722073554992676,True,True,True,True,,False,False
B_seed2026_gen010_top5,CC(C)CC1C(=O)N2CC3c4ccccc4C4N1C(=O)C2(CC(=O)O)N34,B,SweetDB-seeded GA,group_b_dataset,2026,10,5,4,3.7859275341033936,0.996364176273346,3.287745475769043,5.809134483337402,True,True,True,True,,False,False
B_seed2026_gen011_top1,CC(c1c2ccc(c1O)N(C(=O)CCC(=O)O)C2)N1C(=O)c2ccccc2C1=O,B,SweetDB-seeded GA,group_b_dataset,2026,11,1,0,3.913685083389282,0.9979997277259828,3.4146852493286133,5.933651447296143,True,True,True,True,,False,False
B_seed2026_gen011_top2,Cc1nc2nn1C1CC(C)(C)C2N1C(=O)CCC(=O)O,B,SweetDB-seeded GA,group_b_dataset,2026,11,2,1,3.887535810470581,0.9977237582206726,3.388674020767212,5.8993353843688965,True,True,True,True,,False,False
B_seed2026_gen011_top3,CC1NC(=O)c2cc1c1cc2C2(O)NC(=O)C(CC(=O)O)N1C2=O,B,SweetDB-seeded GA,group_b_dataset,2026,11,3,2,3.845015287399292,0.9979089498519896,3.3460607528686523,5.76826286315918,True,True,True,True,,False,False
B_seed2026_gen011_top4,COC(=O)C(Cc1ccccc1)N(C(=O)CCC(=O)O)C1c2ccc3cc2C(C)N31,B,SweetDB-seeded GA,group_b_dataset,2026,11,4,3,3.837829828262329,0.9994696974754332,3.33809494972229,5.708779811859131,True,True,True,True,,False,False
B_seed2026_gen011_top5,CC1(C)Cc2nc3nn2C(C1)N(C(=O)CCC(=O)O)C3,B,SweetDB-seeded GA,group_b_dataset,2026,11,5,4,3.830091953277588,0.98513525724411,3.3375244140625,5.90639591217041,True,True,True,True,,False,False
B_seed2026_gen012_top1,CC1(C)CC23N4c5nn2cc5C2CCC35OC(CC(=O)O)C(=O)N5C241,B,SweetDB-seeded GA,group_b_dataset,2026,12,1,0,3.9592907428741455,0.9994507431983948,3.4595654010772705,5.895205020904541,True,True,True,True,,False,False
B_seed2026_gen012_top2,COC(=O)C1C(c2ccc(O)cc2)=C2CC(C)(C)CC3N2C(CC(=O)O)C(=O)N13,B,SweetDB-seeded GA,group_b_dataset,2026,12,2,1,3.926807403564453,0.997760534286499,3.427927017211914,5.910693645477295,True,True,True,True,-7.867,True,True
B_seed2026_gen012_top3,Cc1nc2n(n1)C(NC(=O)CCC(=O)O)CC(C)(C)C2,B,SweetDB-seeded GA,group_b_dataset,2026,12,3,2,3.9210965633392334,0.9977006316184998,3.422246217727661,5.848693370819092,True,True,True,True,,False,False
B_seed2026_gen012_top4,CN1Cc2ccc(N(C(=O)CCC(=O)O)c3cc4oc3cc4F)cc2N2CC=NN=C12,B,SweetDB-seeded GA,group_b_dataset,2026,12,4,3,3.913685083389282,0.9979997277259828,3.4146852493286133,5.933651447296143,True,True,True,True,,False,False
B_seed2026_gen012_top5,CC1(C)CC2N(C(=O)CCC(=O)O)C3=C=C1c1nc3nn12,B,SweetDB-seeded GA,group_b_dataset,2026,12,5,4,3.889519214630127,0.9982428550720216,3.390397787094116,5.875840187072754,True,True,True,True,,False,False
B_seed2027_gen001_top1,O=[PH](O)OP(=O)(O)OP(=O)(OP(=O)(O)O)OP(=O)(O)O,B,SweetDB-seeded GA,group_b_dataset,2027,1,1,0,3.567310810089112,0.9966678023338318,3.068976879119873,6.235888957977295,True,True,True,True,,False,False
B_seed2027_gen001_top2,CCOc1ccc2c(=O)c(OC3OC(COC4(OCC)OC(C)C(O)C(O)C4O)C(O)C(O)C3O)c(-c3ccccc3)oc2c1OCC,B,SweetDB-seeded GA,group_b_dataset,2027,1,2,1,3.191145896911621,0.9707316756248474,2.713902950286865,7.413266181945801,True,True,False,False,,False,False
B_seed2027_gen001_top3,CCC1(C)Nc2ccc(N)c3c2OC1(O)O3,B,SweetDB-seeded GA,group_b_dataset,2027,1,3,2,3.185054063796997,0.9637708067893982,2.703168630599976,4.785859107971191,True,True,True,True,,False,False
B_seed2027_gen001_top4,CCOc1ccc2c(=O)c(-c3c(OC(CO)C(O)CO)c4oc3c(O)c4OC)coc2c1,B,SweetDB-seeded GA,group_b_dataset,2027,1,4,3,3.153027296066284,0.9793763160705566,2.663339138031006,6.692151069641113,True,True,True,True,,False,False
B_seed2027_gen001_top5,COC(=O)C1OC2(OC(=O)C3CC45C6=CCC47C4C(C)CC(C)C64C3(O2)C7(C)CCC5C(C)C)C(O)(O)CC1O,B,SweetDB-seeded GA,group_b_dataset,2027,1,5,4,2.89870548248291,0.9995805621147156,2.3989152908325195,7.050380706787109,True,False,True,False,,False,False
B_seed2027_gen002_top1,Cc1cc2c(cc1C)OP(=O)(OC1COC(COP(=O)(O)NP(=O)(O)OP(=O)(O)OP(=O)(O)O)C1O)O2,B,SweetDB-seeded GA,group_b_dataset,2027,2,1,0,3.567310810089112,0.9966678023338318,3.068976879119873,6.235888957977295,True,True,True,True,,False,False
B_seed2027_gen002_top2,O=P(O)(O)OP(=O)(O)OP(=O)(O)OCC1OCC2(OP(=O)(O)OP(=O)(OP(=O)(O)O)O2)C1O,B,SweetDB-seeded GA,group_b_dataset,2027,2,2,1,3.5535151958465576,0.9966446161270142,3.055192947387696,6.247840881347656,True,True,True,True,,False,False
B_seed2027_gen002_top3,Nc1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1(OP(=O)(O)O)OP(=O)(OP(=O)(O)O)OP(=O)(O)O,B,SweetDB-seeded GA,group_b_dataset,2027,2,3,2,3.518640279769897,0.9966822266578674,3.020299196243286,6.135261058807373,True,True,True,True,,False,False
B_seed2027_gen002_top4,CCOc1ccc(C(=O)C(=Cc2cccc(C)c2)c2ccc(OC)c(O)c2)c(O)c1,B,SweetDB-seeded GA,group_b_dataset,2027,2,4,3,3.26200270652771,0.7140004634857178,2.973802089691162,5.624138355255127,False,True,True,False,,False,False
B_seed2027_gen002_top5,COC(=CCOc1ccc(Oc2ccc3cc2OC(C)=C3)nc1)CO,B,SweetDB-seeded GA,group_b_dataset,2027,2,5,4,3.199002981185913,0.6662196516990662,2.972917318344116,5.58457088470459,False,True,True,False,,False,False
B_seed2027_gen003_top1,CCOc1c(C)cccc1C=O,B,SweetDB-seeded GA,group_b_dataset,2027,3,1,0,4.023051261901856,0.9954524636268616,3.525325059890747,5.576077938079834,True,True,True,True,,False,False
B_seed2027_gen003_top2,NC(=O)C12SC3CN1C(=O)C31C3C(=O)OC2(N1P(=O)(O)O)P3(=O)O,B,SweetDB-seeded GA,group_b_dataset,2027,3,2,1,3.927531719207764,0.9977641105651855,3.428649663925171,6.022612571716309,True,True,True,True,,False,False
B_seed2027_gen003_top3,Cc1ccc2c(c1)OP(=O)(OC1(OP(=O)(OP(=O)(O)O)OP(=O)(O)O)COC(COP(N)(=O)O)C1O)O2,B,SweetDB-seeded GA,group_b_dataset,2027,3,3,2,3.7613775730133057,0.9952974915504456,3.2637288570404053,6.069482803344727,True,True,True,True,,False,False
B_seed2027_gen003_top4,CCCC1OP(=O)(OC2COC(COP(=O)(O)NP(=O)(OP(=O)(O)O)OP(=O)(O)O)C2O)OC1C(C)C,B,SweetDB-seeded GA,group_b_dataset,2027,3,4,3,3.567310810089112,0.9966678023338318,3.068976879119873,6.235888957977295,True,True,True,True,,False,False
B_seed2027_gen003_top5,Nc1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1(OP(=O)(O)O)OP(=O)(OP(=O)(O)O)OP(=O)(O)O,B,SweetDB-seeded GA,group_b_dataset,2027,3,5,4,3.5535151958465576,0.9966446161270142,3.055192947387696,6.247840881347656,True,True,True,True,,False,False
B_seed2027_gen004_top1,COc1cc(N(N)C2(CC=C(C(=O)c3ccccc3)C(=O)c3ccccc3)CCCO2)ccc1C=O,B,SweetDB-seeded GA,group_b_dataset,2027,4,1,0,4.0614542961120605,0.9955808520317078,3.563663959503174,5.555425643920898,True,True,True,True,,False,False
B_seed2027_gen004_top2,CCCCNC(=O)N1c2c(c3[nH]c2cc3C)-n2c(=O)n1c1cc(OC)c(F)cc12,B,SweetDB-seeded GA,group_b_dataset,2027,4,2,1,4.057743549346924,0.9970566034317015,3.5592150688171387,5.633941173553467,True,True,True,True,,False,False
B_seed2027_gen004_top3,COP(=O)(O)C1(C(N)=O)C2N(C(=O)c3ccccc3)c3cn2c(=O)n1c3=O,B,SweetDB-seeded GA,group_b_dataset,2027,4,3,2,4.047893524169922,0.9984071850776672,3.5486900806427,5.977193355560303,True,True,True,True,,False,False
B_seed2027_gen004_top4,CC1C2N3CCOC2(OS1(=O)=O)N1C=C2SC(=S)N(C2=O)C1(O)C3=O,B,SweetDB-seeded GA,group_b_dataset,2027,4,4,4,4.029611587524414,0.9952874183654784,3.531967878341675,5.59715461730957,True,True,True,True,,False,False
B_seed2027_gen004_top5,COc1ccc(-n2c3nn(C(C)C)cc3c(=O)n2C(C)=C(C)NO)nc1,B,SweetDB-seeded GA,group_b_dataset,2027,4,5,3,4.030200958251953,0.9984664916992188,3.530967950820923,5.841023921966553,True,True,True,True,,False,False
B_seed2027_gen005_top1,CCN(C(=NC(=O)c1cccc(C)c1)Sc1ccc(C(=O)O)cc1)c1ccc(Cl)cc1,B,SweetDB-seeded GA,group_b_dataset,2027,5,1,0,4.221701145172119,0.994375705718994,3.724513292312622,5.555050373077393,True,True,True,True,,False,False
B_seed2027_gen005_top2,CN1N=C(c2ccccc2F)N2C(=O)C13C1C(O)COC12c1nccn13,B,SweetDB-seeded GA,group_b_dataset,2027,5,2,1,4.195830345153809,0.9976061582565308,3.6970274448394775,6.021456241607666,True,True,True,True,,False,False
B_seed2027_gen005_top3,COC(=O)C(C)=C(N)OC1OC(COS(=O)(=O)NC(=O)CO)C(O)C(O)C1O,B,SweetDB-seeded GA,group_b_dataset,2027,5,3,2,4.0701985359191895,0.9973045587539672,3.5715463161468506,5.599908351898193,True,True,True,True,,False,False
B_seed2027_gen005_top4,COC1C2CS(=O)(=O)N(C2=O)C1c1nc(O)no1,B,SweetDB-seeded GA,group_b_dataset,2027,5,4,3,4.068948745727539,0.9957799911499025,3.571058988571167,5.557709693908691,True,True,True,True,,False,False
B_seed2027_gen005_top5,CN1C2OC3CN4C(=O)C15c1cc(OS(=O)(=O)O)ccc1C(=O)N5C3C24,B,SweetDB-seeded GA,group_b_dataset,2027,5,5,5,4.0614542961120605,0.9955808520317078,3.563663959503174,5.555425643920898,True,True,True,True,,False,False
B_seed2027_gen006_top1,CCOC12c3ccccc3C(=O)CN1C(=O)CS2(=O)=O,B,SweetDB-seeded GA,group_b_dataset,2027,6,1,0,4.227573871612549,0.998124659061432,3.728511333465576,5.706666946411133,True,True,True,True,,False,False
B_seed2027_gen006_top2,CC=C1C=C(C23OC(c4ccccc4)C4C(=O)N2C(=N)OC4N3C(=O)c2cccc(OC)c2)C(=O)N1,B,SweetDB-seeded GA,group_b_dataset,2027,6,2,3,4.195830345153809,0.9976061582565308,3.6970274448394775,6.021456241607666,True,True,True,True,,False,False
B_seed2027_gen006_top3,CC(OP(=O)(O)OP(=O)(O)O)(C(=O)O)P(=O)(O)OCC1OCC(O)C(O)C1O,B,SweetDB-seeded GA,group_b_dataset,2027,6,3,2,4.196009635925293,0.9991866946220398,3.69641637802124,5.827454566955566,True,True,True,True,,False,False
B_seed2027_gen006_top4,CC1(C)C(=O)C2=NN1c1ccc(S(=O)(=O)N3C4OCC56OC4C47OC(OC54)C6C37)cc1O2,B,SweetDB-seeded GA,group_b_dataset,2027,6,4,4,4.18571662902832,0.9977854490280152,3.686823844909668,6.079602241516113,True,True,True,True,,False,False
B_seed2027_gen006_top5,CC(O)C1Sc2c3c4cc(c2C2=C5SC(=O)N(C5=O)C21)NN4S(=O)(=O)O3,B,SweetDB-seeded GA,group_b_dataset,2027,6,5,5,4.142039775848389,0.9985830783843994,3.64274835586548,5.669161319732666,True,True,True,True,,False,False
B_seed2027_gen007_top1,Cc1ccccc1CN(C)C(=CC(=O)CCOCCO)C(=O)Nc1ccccc1,B,SweetDB-seeded GA,group_b_dataset,2027,7,1,0,4.320946216583252,0.9990399479866028,3.821426153182984,5.69057035446167,True,True,True,True,,False,False
B_seed2027_gen007_top2,COc1c(O)cccc1C(=O)C1CCOC2=C3C(=O)C(=C21)S(=O)(=O)c1ccccc13,B,SweetDB-seeded GA,group_b_dataset,2027,7,2,1,4.276230335235596,0.9954649806022644,3.778497695922852,5.535277843475342,True,True,True,True,,False,False
B_seed2027_gen007_top3,CC=C(C)C(Oc1ccc(C)cc1OC)n1cc(-n2c3ccc2c(Cl)c3)cn1,B,SweetDB-seeded GA,group_b_dataset,2027,7,3,2,4.263391971588135,0.9988149404525756,3.763984680175781,5.72213077545166,True,True,True,True,,False,False
B_seed2027_gen007_top4,C#CCOc1ccccc1C(C(C)=O)=C(OC(=O)C1CC1)C(=O)O,B,SweetDB-seeded GA,group_b_dataset,2027,7,4,3,4.261698246002197,0.9979857206344604,3.762705564498901,5.708675384521484,True,True,True,True,,False,False
B_seed2027_gen007_top5,COc1ccc2c3cn(c2c1)C12OCCC1C(=O)OC32C(N)=O,B,SweetDB-seeded GA,group_b_dataset,2027,7,5,4,4.24846076965332,0.9962855577468872,3.7503178119659424,5.594719409942627,True,True,True,True,,False,False
B_seed2027_gen008_top1,Cc1cn(C2=COC(=CS(=O)(=O)NO)C=C2S(=O)(=O)N2CCCC2)c2ccccc12,B,SweetDB-seeded GA,group_b_dataset,2027,8,1,0,4.327863693237305,0.996545135974884,3.829591035842896,6.144693374633789,True,True,True,True,,False,False
B_seed2027_gen008_top2,COc1cc(-c2nnc(N=C3N=C(S)CN3)[nH]2)ccc1O,B,SweetDB-seeded GA,group_b_dataset,2027,8,2,1,4.320946216583252,0.9990399479866028,3.821426153182984,5.69057035446167,True,True,True,True,,False,False
B_seed2027_gen008_top3,CC(C)=CC=C(OC1(OCC(C)(C)COc2cc(C)ccc2O)OC(CO)C(O)C(O)C1O)c1ccccc1,B,SweetDB-seeded GA,group_b_dataset,2027,8,3,2,4.317289352416992,0.9963132739067078,3.8191325664520255,5.520627498626709,True,True,True,True,,False,False
B_seed2027_gen008_top4,COC(COC(C)=O)=C(O)C(F)=CC(C(N)=O)P(=O)(O)OCC(F)F,B,SweetDB-seeded GA,group_b_dataset,2027,8,4,3,4.311856269836426,0.9990178346633912,3.812347412109375,5.676217079162598,True,True,True,True,,False,False
B_seed2027_gen008_top5,CC(C)=C(C)SC(=NC(=O)NC(=O)COS(=O)(=O)O)NC1(CO)C(O)C(O)C(O)C1O,B,SweetDB-seeded GA,group_b_dataset,2027,8,5,4,4.289196968078613,0.9880046248435974,3.7951948642730713,5.533703327178955,True,True,True,True,,False,False
B_seed2027_gen009_top1,Cc1ccc(N2CC3(c4cccc(F)c4)CC4(C)CC(=O)C5COC3(C2=O)N54)cc1,B,SweetDB-seeded GA,group_b_dataset,2027,9,1,0,4.37335205078125,0.996407687664032,3.875148057937622,6.19765567779541,True,True,True,True,,False,False
B_seed2027_gen009_top2,CC1(C)C(O)c2ccccc2C2(C)C1COC2(C(F)F)n1ncc2cc(C=O)ccc21,B,SweetDB-seeded GA,group_b_dataset,2027,9,2,1,4.36774206161499,0.9989699125289916,3.8682572841644287,5.7238593101501465,True,True,True,True,,False,False
B_seed2027_gen009_top3,CC(C)C1OC2(c3cccs3)C3N(CC(S)C13O)c1nnnn12,B,SweetDB-seeded GA,group_b_dataset,2027,9,3,2,4.362752437591553,0.9987136125564576,3.8633954524993896,5.765215396881104,True,True,True,True,,False,False
B_seed2027_gen009_top4,COC(=O)C12Cc3cc(OC)c(OC4OC(C)C(O)C(O)C4O)cc3N1C(=C(C)C)C=C2O,B,SweetDB-seeded GA,group_b_dataset,2027,9,4,3,4.357385158538818,0.9980430603027344,3.858363628387451,5.619477272033691,True,True,True,True,,False,False
B_seed2027_gen009_top5,CC1=C2C=CC(=O)C(Cl)=C2C=C1CN(C(=O)C=NN=N)c1ccccc1,B,SweetDB-seeded GA,group_b_dataset,2027,9,5,4,4.3474297523498535,0.9973841309547424,3.8487377166748047,5.581396579742432,True,True,True,True,,False,False
B_seed2027_gen010_top1,CC(=O)C1=C(C=CNc2cc3[nH]c2cc3F)C(CO)=C(C)B1c1ccc(CCCc2ccccc2)cc1,B,SweetDB-seeded GA,group_b_dataset,2027,10,1,0,4.463894367218018,0.9987799525260924,3.96450424194336,5.83730936050415,True,True,True,True,,False,False
B_seed2027_gen010_top2,CC=C1C=C2C(=O)N3C4CC(O)(C(F)F)C2(N4C(=O)c2ccccc2O)C(CC)(C(=O)O)C13,B,SweetDB-seeded GA,group_b_dataset,2027,10,2,1,4.4568939208984375,0.9989196062088012,3.957433938980103,5.765379428863525,True,True,True,True,,False,False
B_seed2027_gen010_top3,CC(=O)Nc1ccc(C)n1C(COc1cccc2c1=C1C=CC=2S1(=O)=O)N(C)[SH](=O)=O,B,SweetDB-seeded GA,group_b_dataset,2027,10,3,2,4.437122344970703,0.9992563128471376,3.9374940395355225,5.641239643096924,True,True,True,True,,False,False
B_seed2027_gen010_top4,CC(=NN1C=CCSC1=O)NS(=O)(=O)Oc1cc(C#N)cc2c1OCC(=O)N2,B,SweetDB-seeded GA,group_b_dataset,2027,10,4,3,4.388017654418945,0.9984972476959229,3.8887689113616943,5.696832656860352,True,True,True,True,,False,False
B_seed2027_gen010_top5,Cc1ccc(OC23NS(=O)(=O)c4c2c2c(c5ccn2c45)NC3=O)c(O)c1,B,SweetDB-seeded GA,group_b_dataset,2027,10,5,5,4.375663757324219,0.9978194236755372,3.876754283905029,5.752787590026856,True,True,True,True,,False,False
B_seed2027_gen011_top1,O=C(CC1(c2ccccc2)N2C3CN4C(=O)C15CC4=C(CC35)S2(=O)=O)c1ccccc1,B,SweetDB-seeded GA,group_b_dataset,2027,11,1,0,4.468281269073486,0.9983021020889282,3.969130039215088,5.751842975616455,True,True,True,True,,False,False
B_seed2027_gen011_top2,COc1ccc(C23OP4(=O)OC(=C2C(C)(C(=O)O)O4)C2=C(C)OCC(=O)N23)cn1,B,SweetDB-seeded GA,group_b_dataset,2027,11,2,1,4.467584133148193,0.9986547231674194,3.968256711959839,5.959462642669678,True,True,True,True,,False,False
B_seed2027_gen011_top3,CCC1C2Nc3ccccc3C13OC(=O)C(C)(N(C1CC(O)C(CO)O1)[SH](=O)=O)N2C3=O,B,SweetDB-seeded GA,group_b_dataset,2027,11,3,2,4.465424060821533,0.9986466765403748,3.9661009311676025,5.818578720092773,True,True,True,True,,False,False
B_seed2027_gen011_top4,OB1C2=CC=C1C1=C2OC2(CCCCC2)C1Oc1ccc(Cl)cc1Cl,B,SweetDB-seeded GA,group_b_dataset,2027,11,4,3,4.463894367218018,0.9987799525260924,3.96450424194336,5.83730936050415,True,True,True,True,,False,False
